name,sentence_id,new_name,,
Polly the Rainbow,1342,Polly the Rainbow,,
Button,1342,Button,,
Button-Bright,1342,Button-Bright,,
Toto,1342,Toto,,
Toto,1343,Toto,,
Oz,1343,Oz,,
Billina,1350,Billina,,
Dorothy,1350,Dorothy the Lamb,,
Dorothy,1351,Dorothy the Lamb,,
Billina,1355,Billina,,
Dorothy,1357,Dorothy the Lamb,,
Billina,1359,Billina,,
Dorothy,1363,Dorothy the Lamb,,
Billina,1364,Billina,,
Dorothy,1364,Dorothy the Lamb,,
Tik-tok,1366,Tik-tok,,
Dorothy,1367,Dorothy the Lamb,,
Button,1368,Button,,
Button-Bright,1368,Button-Bright,,
Polly,1369,Polly the Rainbow,,
Billina,1370,Billina,,
Tik-tok,1370,Tik-tok,,
Dorothy,1372,Dorothy the Lamb,,
Dorothy,1373,Dorothy the Lamb,,
Tik-tok,1373,Tik-tok,,
Oz,1375,Oz,,
Dorothy,1377,Dorothy the Lamb,,
Dorothy,1380,Dorothy the Lamb,,
Nick Chopper,1381,Emperor of the Winkies,,
Billina,1383,Billina,,
Tin Woodman,1383,Emperor of the Winkies,,
Dorothy,1384,Dorothy the Lamb,,
Ozma,1384,Royal Ozma,,
Dorothy,1385,Dorothy the Lamb,,
Polychrome,1386,Polly the Rainbow,,
Button,1387,Button,,
Button-Bright,1387,Button-Bright,,
Button,1389,Button,,
Button-Bright,1389,Button-Bright,,
Dorothy,1389,Dorothy the Lamb,,
Button,1390,Button,,
Button-Bright,1390,Button-Bright,,
Dorothy,1390,Dorothy the Lamb,,
Billina,1390,Billina,,
Polly,1391,Polly the Rainbow,,
Toto,1392,Toto,,
Nick Chopper,1394,Emperor of the Winkies,,
Dorothy,1396,Dorothy the Lamb,,
Billina,1398,Billina,,
Button,1400,Button,,
Button-Bright,1400,Button-Bright,,
Dorothy,1401,Dorothy the Lamb,,
Nick Chopper,1403,Emperor of the Winkies,,
Emperor,1403,Emperor,,
Dorothy,1404,Dorothy the Lamb,,
Toto,1406,Toto,,
Toto,1407,Toto,,
Dorothy,1407,Dorothy the Lamb,,
Dorothy,1408,Dorothy the Lamb,,
Scarecrow,1408,Scarecrow of Oz,,
Wizard,1408,Wizard of Oz,,
Ozma,1408,Royal Ozma,,
Tin Woodman,1409,Emperor of the Winkies,,
Dorothy,1409,Dorothy the Lamb,,
Rainbow,1410,Rainbow,,
Button,1411,Button,,
Button-Bright,1411,Button-Bright,,
Nick Chopper,1412,Emperor of the Winkies,,
Tin Woodman,1412,Emperor of the Winkies,,
Dorothy,1421,Dorothy the Lamb,,
Tin Woodman,1423,Emperor of the Winkies,,
Tin Woodman,1426,Emperor of the Winkies,,
Oz,1428,Oz,,
Butterfield,1430,Butterfield,,
Tin Woodman,1433,Emperor of the Winkies,,
Ozma,1435,Royal Ozma,,
Shaggy Man,1438,Shaggy Man,,
Toto,1441,Toto,,
Emperor,1442,Emperor,,
Dorothy,1442,Dorothy the Lamb,,
Toto,1443,Toto,,
Dorothy,1443,Dorothy the Lamb,,
Dorothy,1444,Dorothy the Lamb,,
Button,1445,Button,,
Button-Bright,1445,Button-Bright,,
Tin Woodman,1445,Emperor of the Winkies,,
Button,1446,Button,,
Button-Bright,1446,Button-Bright,,
Tin Woodman,1448,Emperor of the Winkies,,
Wogglebug,1448,Professor H.M. Wogglebug,,
