name,sentence_id,title,first,middle,last,suffix,nickname,gender
Dorothy,161,none,Dorothy,none,none,none,none,female
Dorothy,163,none,Dorothy,none,none,none,none,female
Zeb,165,none,Zeb,none,none,none,none,male
Eureka,166,none,Eureka,none,none,none,none,female
Dorothy,168,none,Dorothy,none,none,none,none,female
Eureka,170,none,Eureka,none,none,none,none,female
Zeb,175,none,Zeb,none,none,none,none,male
Jim,177,none,Jim,none,none,none,none,male
Jim,178,none,Jim,none,none,none,none,male
Dorothy,183,none,Dorothy,none,none,none,none,female
Dorothy,196,none,Dorothy,none,none,none,none,female
Dorothy,203,none,Dorothy,none,none,none,none,female
Eureka,204,none,Eureka,none,none,none,none,female
Dorothy,209,none,Dorothy,none,none,none,none,female
Eureka,210,none,Eureka,none,none,none,none,female
Zeb,210,none,Zeb,none,none,none,none,male
Dorothy,210,none,Dorothy,none,none,none,none,female
Zeb,212,none,Zeb,none,none,none,none,male
Jim,214,none,Jim,none,none,none,none,male
Dorothy,214,none,Dorothy,none,none,none,none,female
Jim,215,none,Jim,none,none,none,none,male
Eureka,218,none,Eureka,none,none,none,none,female
Jim,220,none,Jim,none,none,none,none,male
Jim,227,none,Jim,none,none,none,none,male
Zeb,227,none,Zeb,none,none,none,none,male
Dorothy,231,none,Dorothy,none,none,none,none,female
Eureka,234,none,Eureka,none,none,none,none,female
Zeb,236,none,Zeb,none,none,none,none,male
Zeb,237,none,Zeb,none,none,none,none,male
Dorothy,240,none,Dorothy,none,none,none,none,female
Zeb,240,none,Zeb,none,none,none,none,male
Dorothy,242,none,Dorothy,none,none,none,none,female
Jim,243,none,Jim,none,none,none,none,male
Jim,245,none,Jim,none,none,none,none,male
Dorothy,248,none,Dorothy,none,none,none,none,female
Dorothy,251,none,Dorothy,none,none,none,none,female
Jim,253,none,Jim,none,none,none,none,male
Eureka,253,none,Eureka,none,none,none,none,female
Zeb,256,none,Zeb,none,none,none,none,male
Dorothy,256,none,Dorothy,none,none,none,none,female
Zeb,262,none,Zeb,none,none,none,none,male
Dorothy,263,none,Dorothy,none,none,none,none,female
Dorothy,275,none,Dorothy,none,none,none,none,female
Eureka,275,none,Eureka,none,none,none,none,female
Gid,276,none,Gid,none,none,none,none,female
Jim,276,none,Jim,none,none,none,none,male
Zeb,279,none,Zeb,none,none,none,none,male
Gwig,281,none,Gwig,none,none,none,none,male
Jim,282,none,Jim,none,none,none,none,male
Dorothy,285,none,Dorothy,none,none,none,none,female
Sorcerer,286,none,Sorcerer,none,none,none,none,male
Dorothy,288,none,Dorothy,none,none,none,none,female
Sorcerer,291,none,Sorcerer,none,none,none,none,male
Dorothy,292,none,Dorothy,none,none,none,none,female
Sorcerer,296,none,Sorcerer,none,none,none,none,male
Dorothy,311,none,Dorothy,none,none,none,none,female
Zeb,311,none,Zeb,none,none,none,none,male
Sorcerer,311,none,Sorcerer,none,none,none,none,male
Eureka,316,none,Eureka,none,none,none,none,female
Dorothy,318,none,Dorothy,none,none,none,none,female
Zeb,319,none,Zeb,none,none,none,none,male
Dorothy,323,none,Dorothy,none,none,none,none,female
Oz,326,none,Oz,none,none,none,none,male
Dorothy,328,none,Dorothy,none,none,none,none,female
Zeb,330,none,Zeb,none,none,none,none,male
Wizard,332,none,Wizard,none,none,none,none,male
Prince,338,Prince,none,none,none,none,none,male
Wizard,339,none,Wizard,none,none,none,none,male
Wizard,340,none,Wizard,none,none,none,none,male
Sorcerer,340,none,Sorcerer,none,none,none,none,male
Oz,341,none,Oz,none,none,none,none,male
Prince,343,Prince,none,none,none,none,none,male
Wizard,346,none,Wizard,none,none,none,none,male
Oz,347,none,Oz,none,none,none,none,male
Dorothy,347,none,Dorothy,none,none,none,none,female
Sorcerer,350,none,Sorcerer,none,none,none,none,male
Wizard,351,none,Wizard,none,none,none,none,male
Dorothy,352,none,Dorothy,none,none,none,none,female
Zeb,352,none,Zeb,none,none,none,none,male
Sorcerer,353,none,Sorcerer,none,none,none,none,male
Wizard,353,none,Wizard,none,none,none,none,male
Sorcerer,356,none,Sorcerer,none,none,none,none,male
Sorcerer,358,none,Sorcerer,none,none,none,none,male
Sorcerer,361,none,Sorcerer,none,none,none,none,male
Wizard,363,none,Wizard,none,none,none,none,male
Sorcerer,365,none,Sorcerer,none,none,none,none,male
Sorcerer,369,none,Sorcerer,none,none,none,none,male
Sorcerer,374,none,Sorcerer,none,none,none,none,male
Wizard,375,none,Wizard,none,none,none,none,male
Wizard,376,none,Wizard,none,none,none,none,male
Wizard,377,none,Wizard,none,none,none,none,male
Sorcerer,377,none,Sorcerer,none,none,none,none,male
Wizard,379,none,Wizard,none,none,none,none,male
Wizard,380,none,Wizard,none,none,none,none,male
Gwig,385,none,Gwig,none,none,none,none,male
Sorcerer,385,none,Sorcerer,none,none,none,none,male
Dorothy,388,none,Dorothy,none,none,none,none,female
Gwig,390,none,Gwig,none,none,none,none,male
Wizard,391,none,Wizard,none,none,none,none,male
Zeb,392,none,Zeb,none,none,none,none,male
Wizard,393,none,Wizard,none,none,none,none,male
Wizard,395,none,Wizard,none,none,none,none,male
Sorcerer,401,none,Sorcerer,none,none,none,none,male
Wizard,406,none,Wizard,none,none,none,none,male
Wizard,408,none,Wizard,none,none,none,none,male
Wizard,413,none,Wizard,none,none,none,none,male
Wizard,415,none,Wizard,none,none,none,none,male
Sorcerer,415,none,Sorcerer,none,none,none,none,male
Wizard,416,none,Wizard,none,none,none,none,male
Gwig,416,none,Gwig,none,none,none,none,male
Wizard,417,none,Wizard,none,none,none,none,male
Wizard,425,none,Wizard,none,none,none,none,male
